"","region","MMWR.Year","MMWR.Week","Week.End.Date","State.Cases.Current.Week","All.Cases.Current.Week","All.Cases.Cum.Week","Total.Cases.Year"
"10392","vermont",2017,45,"2017-11-11",NA,NA,123,124
"10393","vermont",2017,46,"2017-11-18",NA,NA,123,124
"10394","vermont",2017,47,"2017-11-25",NA,NA,124,124
"10395","vermont",2017,48,"2017-12-02",NA,NA,122,124
"10396","vermont",2017,49,"2017-12-09",NA,NA,122,124
"10397","vermont",2017,50,"2017-12-16",NA,NA,122,124
"10398","vermont",2017,51,"2019-12-23",NA,NA,122,124
"10399","vermont",2017,52,"3017-12-01",NA,NA,122,124
"10400","virginia",2017,1,"2017-01-07",NA,1,1,124
"10401","virginia",2017,2,"2017-01-14",NA,2,4,124
"10402","virginia",2017,3,"2017-01-21",NA,2,9,124
"10403","virginia",2017,4,"2017-01-28",NA,6,16,124
"10404","virginia",2017,5,"2017-02-04",NA,NA,16,124
"10405","virginia",2017,6,"2017-02-11",NA,1,18,124
"10406","virginia",2017,7,"2017-02-18",NA,NA,18,124
"10407","virginia",2017,8,"2017-02-25",NA,NA,20,124
"10408","virginia",2017,9,"2017-03-04",NA,NA,20,124
"10409","virginia",2017,10,"2017-03-11",NA,NA,20,124
"10410","virginia",2017,11,"2017-03-18",NA,NA,23,124
"10411","virginia",2017,12,"2017-03-25",NA,1,26,124
"10412","virginia",2017,13,"2017-04-01",NA,NA,29,124
"10413","virginia",2017,14,"2017-04-08",NA,3,33,124
"10414","virginia",2017,15,"2017-04-15",NA,1,33,124
"10415","virginia",2017,16,"2017-04-22",NA,1,39,124
"10416","virginia",2017,17,"2017-04-29",NA,4,55,124
"10417","virginia",2017,18,"2017-05-06",NA,1,58,124
"10418","virginia",2017,19,"2017-05-13",NA,4,72,124
"10419","virginia",2017,20,"2017-05-20",NA,NA,90,124
"10420","virginia",2017,21,"2017-05-27",NA,NA,110,124
"10421","virginia",2017,22,"2017-06-03",NA,1,114,124
"10422","virginia",2017,23,"2017-06-10",NA,NA,103,124
"10423","virginia",2017,24,"2017-06-17",NA,2,110,124
"10424","virginia",2017,25,"2017-06-24",NA,1,112,124
"10425","virginia",2017,26,"2017-07-01",NA,NA,112,124
"10426","virginia",2017,27,"2017-07-08",NA,NA,112,124
"10427","virginia",2017,28,"2017-07-15",NA,1,113,124
"10428","virginia",2017,29,"2017-07-22",NA,4,116,124
"10429","virginia",2017,30,"2017-07-29",NA,NA,116,124
"10430","virginia",2017,31,"2017-08-05",NA,NA,117,124
"10431","virginia",2017,32,"2017-08-12",NA,1,119,124
"10432","virginia",2017,33,"2017-08-19",NA,NA,120,124
"10433","virginia",2017,34,"2017-08-26",NA,NA,120,124
"10434","virginia",2017,35,"2017-09-02",NA,NA,120,124
"10435","virginia",2017,36,"2017-09-09",NA,NA,120,124
"10436","virginia",2017,37,"2017-09-16",NA,1,121,124
"10437","virginia",2017,38,"2017-09-23",NA,NA,123,124
"10438","virginia",2017,39,"2017-09-30",NA,NA,122,124
"10439","virginia",2017,40,"2017-10-07",NA,NA,123,124
"10440","virginia",2017,41,"2017-10-14",NA,NA,122,124
"10441","virginia",2017,42,"2017-10-21",NA,NA,122,124
"10442","virginia",2017,43,"2017-10-28",NA,NA,123,124
"10443","virginia",2017,44,"2017-11-04",NA,NA,123,124
"10444","virginia",2017,45,"2017-11-11",NA,NA,123,124
"10445","virginia",2017,46,"2017-11-18",NA,NA,123,124
"10446","virginia",2017,47,"2017-11-25",NA,NA,124,124
"10447","virginia",2017,48,"2017-12-02",NA,NA,122,124
"10448","virginia",2017,49,"2017-12-09",NA,NA,122,124
"10449","virginia",2017,50,"2017-12-16",NA,NA,122,124
"10450","virginia",2017,51,"2019-12-23",NA,NA,122,124
"10451","virginia",2017,52,"3017-12-01",NA,NA,122,124
"10452","washington",2017,1,"2017-01-07",NA,1,1,124
"10453","washington",2017,2,"2017-01-14",NA,2,4,124
"10454","washington",2017,3,"2017-01-21",NA,2,9,124
"10455","washington",2017,4,"2017-01-28",NA,6,16,124
"10456","washington",2017,5,"2017-02-04",NA,NA,16,124
"10457","washington",2017,6,"2017-02-11",NA,1,18,124
"10458","washington",2017,7,"2017-02-18",NA,NA,18,124
"10459","washington",2017,8,"2017-02-25",NA,NA,20,124
"10460","washington",2017,9,"2017-03-04",NA,NA,20,124
"10461","washington",2017,10,"2017-03-11",NA,NA,20,124
"10462","washington",2017,11,"2017-03-18",NA,NA,23,124
"10463","washington",2017,12,"2017-03-25",NA,1,26,124
"10464","washington",2017,13,"2017-04-01",NA,NA,29,124
"10465","washington",2017,14,"2017-04-08",1,3,33,124
"10466","washington",2017,15,"2017-04-15",NA,1,33,124
"10467","washington",2017,16,"2017-04-22",NA,1,39,124
"10468","washington",2017,17,"2017-04-29",NA,4,55,124
"10469","washington",2017,18,"2017-05-06",NA,1,58,124
"10470","washington",2017,19,"2017-05-13",NA,4,72,124
"10471","washington",2017,20,"2017-05-20",NA,NA,90,124
"10472","washington",2017,21,"2017-05-27",NA,NA,110,124
"10473","washington",2017,22,"2017-06-03",NA,1,114,124
"10474","washington",2017,23,"2017-06-10",NA,NA,103,124
"10475","washington",2017,24,"2017-06-17",NA,2,110,124
"10476","washington",2017,25,"2017-06-24",NA,1,112,124
"10477","washington",2017,26,"2017-07-01",NA,NA,112,124
"10478","washington",2017,27,"2017-07-08",NA,NA,112,124
"10479","washington",2017,28,"2017-07-15",NA,1,113,124
"10480","washington",2017,29,"2017-07-22",3,4,116,124
"10481","washington",2017,30,"2017-07-29",NA,NA,116,124
"10482","washington",2017,31,"2017-08-05",NA,NA,117,124
"10483","washington",2017,32,"2017-08-12",NA,1,119,124
"10484","washington",2017,33,"2017-08-19",NA,NA,120,124
"10485","washington",2017,34,"2017-08-26",NA,NA,120,124
"10486","washington",2017,35,"2017-09-02",NA,NA,120,124
"10487","washington",2017,36,"2017-09-09",NA,NA,120,124
"10488","washington",2017,37,"2017-09-16",NA,1,121,124
"10489","washington",2017,38,"2017-09-23",NA,NA,123,124
"10490","washington",2017,39,"2017-09-30",NA,NA,122,124
"10491","washington",2017,40,"2017-10-07",NA,NA,123,124
"10492","washington",2017,41,"2017-10-14",NA,NA,122,124
"10493","washington",2017,42,"2017-10-21",NA,NA,122,124
"10494","washington",2017,43,"2017-10-28",NA,NA,123,124
"10495","washington",2017,44,"2017-11-04",NA,NA,123,124
"10496","washington",2017,45,"2017-11-11",NA,NA,123,124
"10497","washington",2017,46,"2017-11-18",NA,NA,123,124
"10498","washington",2017,47,"2017-11-25",NA,NA,124,124
"10499","washington",2017,48,"2017-12-02",NA,NA,122,124
"10500","washington",2017,49,"2017-12-09",NA,NA,122,124
"10501","washington",2017,50,"2017-12-16",NA,NA,122,124
"10502","washington",2017,51,"2019-12-23",NA,NA,122,124
"10503","washington",2017,52,"3017-12-01",NA,NA,122,124
"10504","west virginia",2017,1,"2017-01-07",NA,1,1,124
"10505","west virginia",2017,2,"2017-01-14",NA,2,4,124
"10506","west virginia",2017,3,"2017-01-21",NA,2,9,124
"10507","west virginia",2017,4,"2017-01-28",NA,6,16,124
"10508","west virginia",2017,5,"2017-02-04",NA,NA,16,124
"10509","west virginia",2017,6,"2017-02-11",NA,1,18,124
"10510","west virginia",2017,7,"2017-02-18",NA,NA,18,124
"10511","west virginia",2017,8,"2017-02-25",NA,NA,20,124
"10512","west virginia",2017,9,"2017-03-04",NA,NA,20,124
"10513","west virginia",2017,10,"2017-03-11",NA,NA,20,124
"10514","west virginia",2017,11,"2017-03-18",NA,NA,23,124
"10515","west virginia",2017,12,"2017-03-25",NA,1,26,124
"10516","west virginia",2017,13,"2017-04-01",NA,NA,29,124
"10517","west virginia",2017,14,"2017-04-08",NA,3,33,124
"10518","west virginia",2017,15,"2017-04-15",NA,1,33,124
"10519","west virginia",2017,16,"2017-04-22",NA,1,39,124
"10520","west virginia",2017,17,"2017-04-29",NA,4,55,124
"10521","west virginia",2017,18,"2017-05-06",NA,1,58,124
"10522","west virginia",2017,19,"2017-05-13",NA,4,72,124
"10523","west virginia",2017,20,"2017-05-20",NA,NA,90,124
"10524","west virginia",2017,21,"2017-05-27",NA,NA,110,124
"10525","west virginia",2017,22,"2017-06-03",NA,1,114,124
"10526","west virginia",2017,23,"2017-06-10",NA,NA,103,124
"10527","west virginia",2017,24,"2017-06-17",NA,2,110,124
"10528","west virginia",2017,25,"2017-06-24",NA,1,112,124
"10529","west virginia",2017,26,"2017-07-01",NA,NA,112,124
"10530","west virginia",2017,27,"2017-07-08",NA,NA,112,124
"10531","west virginia",2017,28,"2017-07-15",NA,1,113,124
"10532","west virginia",2017,29,"2017-07-22",NA,4,116,124
"10533","west virginia",2017,30,"2017-07-29",NA,NA,116,124
"10534","west virginia",2017,31,"2017-08-05",NA,NA,117,124
"10535","west virginia",2017,32,"2017-08-12",NA,1,119,124
"10536","west virginia",2017,33,"2017-08-19",NA,NA,120,124
"10537","west virginia",2017,34,"2017-08-26",NA,NA,120,124
"10538","west virginia",2017,35,"2017-09-02",NA,NA,120,124
"10539","west virginia",2017,36,"2017-09-09",NA,NA,120,124
"10540","west virginia",2017,37,"2017-09-16",NA,1,121,124
"10541","west virginia",2017,38,"2017-09-23",NA,NA,123,124
"10542","west virginia",2017,39,"2017-09-30",NA,NA,122,124
"10543","west virginia",2017,40,"2017-10-07",NA,NA,123,124
"10544","west virginia",2017,41,"2017-10-14",NA,NA,122,124
"10545","west virginia",2017,42,"2017-10-21",NA,NA,122,124
"10546","west virginia",2017,43,"2017-10-28",NA,NA,123,124
"10547","west virginia",2017,44,"2017-11-04",NA,NA,123,124
"10548","west virginia",2017,45,"2017-11-11",NA,NA,123,124
"10549","west virginia",2017,46,"2017-11-18",NA,NA,123,124
"10550","west virginia",2017,47,"2017-11-25",NA,NA,124,124
"10551","west virginia",2017,48,"2017-12-02",NA,NA,122,124
"10552","west virginia",2017,49,"2017-12-09",NA,NA,122,124
"10553","west virginia",2017,50,"2017-12-16",NA,NA,122,124
"10554","west virginia",2017,51,"2019-12-23",NA,NA,122,124
"10555","west virginia",2017,52,"3017-12-01",NA,NA,122,124
"10556","wisconsin",2017,1,"2017-01-07",NA,1,1,124
"10557","wisconsin",2017,2,"2017-01-14",NA,2,4,124
"10558","wisconsin",2017,3,"2017-01-21",NA,2,9,124
"10559","wisconsin",2017,4,"2017-01-28",NA,6,16,124
"10560","wisconsin",2017,5,"2017-02-04",NA,NA,16,124
"10561","wisconsin",2017,6,"2017-02-11",NA,1,18,124
"10562","wisconsin",2017,7,"2017-02-18",NA,NA,18,124
"10563","wisconsin",2017,8,"2017-02-25",NA,NA,20,124
"10564","wisconsin",2017,9,"2017-03-04",NA,NA,20,124
"10565","wisconsin",2017,10,"2017-03-11",NA,NA,20,124
"10566","wisconsin",2017,11,"2017-03-18",NA,NA,23,124
"10567","wisconsin",2017,12,"2017-03-25",NA,1,26,124
"10568","wisconsin",2017,13,"2017-04-01",NA,NA,29,124
"10569","wisconsin",2017,14,"2017-04-08",NA,3,33,124
"10570","wisconsin",2017,15,"2017-04-15",NA,1,33,124
"10571","wisconsin",2017,16,"2017-04-22",NA,1,39,124
"10572","wisconsin",2017,17,"2017-04-29",NA,4,55,124
"10573","wisconsin",2017,18,"2017-05-06",NA,1,58,124
"10574","wisconsin",2017,19,"2017-05-13",NA,4,72,124
"10575","wisconsin",2017,20,"2017-05-20",NA,NA,90,124
"10576","wisconsin",2017,21,"2017-05-27",NA,NA,110,124
"10577","wisconsin",2017,22,"2017-06-03",NA,1,114,124
"10578","wisconsin",2017,23,"2017-06-10",NA,NA,103,124
"10579","wisconsin",2017,24,"2017-06-17",NA,2,110,124
"10580","wisconsin",2017,25,"2017-06-24",NA,1,112,124
"10581","wisconsin",2017,26,"2017-07-01",NA,NA,112,124
"10582","wisconsin",2017,27,"2017-07-08",NA,NA,112,124
"10583","wisconsin",2017,28,"2017-07-15",NA,1,113,124
"10584","wisconsin",2017,29,"2017-07-22",NA,4,116,124
"10585","wisconsin",2017,30,"2017-07-29",NA,NA,116,124
"10586","wisconsin",2017,31,"2017-08-05",NA,NA,117,124
"10587","wisconsin",2017,32,"2017-08-12",NA,1,119,124
"10588","wisconsin",2017,33,"2017-08-19",NA,NA,120,124
"10589","wisconsin",2017,34,"2017-08-26",NA,NA,120,124
"10590","wisconsin",2017,35,"2017-09-02",NA,NA,120,124
"10591","wisconsin",2017,36,"2017-09-09",NA,NA,120,124
"10592","wisconsin",2017,37,"2017-09-16",NA,1,121,124
"10593","wisconsin",2017,38,"2017-09-23",NA,NA,123,124
"10594","wisconsin",2017,39,"2017-09-30",NA,NA,122,124
"10595","wisconsin",2017,40,"2017-10-07",NA,NA,123,124
"10596","wisconsin",2017,41,"2017-10-14",NA,NA,122,124
"10597","wisconsin",2017,42,"2017-10-21",NA,NA,122,124
"10598","wisconsin",2017,43,"2017-10-28",NA,NA,123,124
"10599","wisconsin",2017,44,"2017-11-04",NA,NA,123,124
"10600","wisconsin",2017,45,"2017-11-11",NA,NA,123,124
"10601","wisconsin",2017,46,"2017-11-18",NA,NA,123,124
"10602","wisconsin",2017,47,"2017-11-25",NA,NA,124,124
"10603","wisconsin",2017,48,"2017-12-02",NA,NA,122,124
"10604","wisconsin",2017,49,"2017-12-09",NA,NA,122,124
"10605","wisconsin",2017,50,"2017-12-16",NA,NA,122,124
"10606","wisconsin",2017,51,"2019-12-23",NA,NA,122,124
"10607","wisconsin",2017,52,"3017-12-01",NA,NA,122,124
"10608","wyoming",2017,1,"2017-01-07",NA,1,1,124
"10609","wyoming",2017,2,"2017-01-14",NA,2,4,124
"10610","wyoming",2017,3,"2017-01-21",NA,2,9,124
"10611","wyoming",2017,4,"2017-01-28",NA,6,16,124
"10612","wyoming",2017,5,"2017-02-04",NA,NA,16,124
"10613","wyoming",2017,6,"2017-02-11",NA,1,18,124
"10614","wyoming",2017,7,"2017-02-18",NA,NA,18,124
"10615","wyoming",2017,8,"2017-02-25",NA,NA,20,124
"10616","wyoming",2017,9,"2017-03-04",NA,NA,20,124
"10617","wyoming",2017,10,"2017-03-11",NA,NA,20,124
"10618","wyoming",2017,11,"2017-03-18",NA,NA,23,124
"10619","wyoming",2017,12,"2017-03-25",NA,1,26,124
"10620","wyoming",2017,13,"2017-04-01",NA,NA,29,124
"10621","wyoming",2017,14,"2017-04-08",NA,3,33,124
"10622","wyoming",2017,15,"2017-04-15",NA,1,33,124
"10623","wyoming",2017,16,"2017-04-22",NA,1,39,124
"10624","wyoming",2017,17,"2017-04-29",NA,4,55,124
"10625","wyoming",2017,18,"2017-05-06",NA,1,58,124
"10626","wyoming",2017,19,"2017-05-13",NA,4,72,124
"10627","wyoming",2017,20,"2017-05-20",NA,NA,90,124
"10628","wyoming",2017,21,"2017-05-27",NA,NA,110,124
"10629","wyoming",2017,22,"2017-06-03",NA,1,114,124
"10630","wyoming",2017,23,"2017-06-10",NA,NA,103,124
"10631","wyoming",2017,24,"2017-06-17",NA,2,110,124
"10632","wyoming",2017,25,"2017-06-24",NA,1,112,124
"10633","wyoming",2017,26,"2017-07-01",NA,NA,112,124
"10634","wyoming",2017,27,"2017-07-08",NA,NA,112,124
"10635","wyoming",2017,28,"2017-07-15",NA,1,113,124
"10636","wyoming",2017,29,"2017-07-22",NA,4,116,124
"10637","wyoming",2017,30,"2017-07-29",NA,NA,116,124
"10638","wyoming",2017,31,"2017-08-05",NA,NA,117,124
"10639","wyoming",2017,32,"2017-08-12",NA,1,119,124
"10640","wyoming",2017,33,"2017-08-19",NA,NA,120,124
"10641","wyoming",2017,34,"2017-08-26",NA,NA,120,124
"10642","wyoming",2017,35,"2017-09-02",NA,NA,120,124
"10643","wyoming",2017,36,"2017-09-09",NA,NA,120,124
"10644","wyoming",2017,37,"2017-09-16",NA,1,121,124
"10645","wyoming",2017,38,"2017-09-23",NA,NA,123,124
"10646","wyoming",2017,39,"2017-09-30",NA,NA,122,124
"10647","wyoming",2017,40,"2017-10-07",NA,NA,123,124
"10648","wyoming",2017,41,"2017-10-14",NA,NA,122,124
"10649","wyoming",2017,42,"2017-10-21",NA,NA,122,124
"10650","wyoming",2017,43,"2017-10-28",NA,NA,123,124
"10651","wyoming",2017,44,"2017-11-04",NA,NA,123,124
"10652","wyoming",2017,45,"2017-11-11",NA,NA,123,124
"10653","wyoming",2017,46,"2017-11-18",NA,NA,123,124
"10654","wyoming",2017,47,"2017-11-25",NA,NA,124,124
"10655","wyoming",2017,48,"2017-12-02",NA,NA,122,124
"10656","wyoming",2017,49,"2017-12-09",NA,NA,122,124
"10657","wyoming",2017,50,"2017-12-16",NA,NA,122,124
"10658","wyoming",2017,51,"2019-12-23",NA,NA,122,124
"10659","wyoming",2017,52,"3017-12-01",NA,NA,122,124
"10660","alabama",2018,1,"2018-01-06",NA,NA,NA,273
"10661","alabama",2018,2,"2018-01-13",NA,NA,NA,273
"10662","alabama",2018,3,"2018-01-20",NA,1,1,273
"10663","alabama",2018,4,"2018-01-27",NA,6,7,273
"10664","alabama",2018,5,"2018-02-03",NA,NA,8,273
"10665","alabama",2018,6,"2018-02-10",NA,NA,10,273
"10666","alabama",2018,7,"2018-02-17",NA,1,11,273
"10667","alabama",2018,8,"2018-02-24",NA,NA,11,273
"10668","alabama",2018,9,"2018-03-03",NA,NA,12,273
"10669","alabama",2018,10,"2018-03-10",NA,1,13,273
"10670","alabama",2018,11,"2018-03-17",NA,2,19,273
"10671","alabama",2018,12,"2018-03-24",NA,1,22,273
"10672","alabama",2018,13,"2018-03-31",NA,NA,31,273
"10673","alabama",2018,14,"2018-04-07",NA,1,37,273
"10674","alabama",2018,15,"2018-04-14",NA,1,42,273
"10675","alabama",2018,16,"2018-04-21",NA,NA,43,273
"10676","alabama",2018,17,"2018-04-28",NA,3,51,273
"10677","alabama",2018,18,"2018-05-05",NA,3,62,273
"10678","alabama",2018,19,"2018-05-12",NA,2,66,273
"10679","alabama",2018,20,"2018-05-19",NA,NA,67,273
"10680","alabama",2018,21,"2018-05-26",NA,3,72,273
"10681","alabama",2018,22,"2018-06-02",NA,1,78,273
"10682","alabama",2018,23,"2018-06-09",NA,NA,82,273
"10683","alabama",2018,24,"2018-06-24",NA,1,86,273
"10684","alabama",2018,25,"2018-06-23",NA,NA,88,273
"10685","alabama",2018,26,"2018-06-30",NA,NA,88,273
"10686","alabama",2018,27,"2018-07-07",NA,1,91,273
"10687","alabama",2018,28,"2018-07-14",NA,2,94,273
"10688","alabama",2018,29,"2018-07-21",NA,1,99,273
"10689","alabama",2018,30,"2018-07-28",NA,NA,102,273
"10690","alabama",2018,31,"2018-08-04",NA,NA,102,273
"10691","alabama",2018,32,"2018-08-11",NA,NA,104,273
"10692","alabama",2018,33,"2018-08-18",NA,4,112,273
"10693","alabama",2018,34,"2018-08-25",NA,1,122,273
"10694","alabama",2018,35,"2018-09-01",NA,1,123,273
"10695","alabama",2018,36,"2018-09-08",NA,NA,129,273
"10696","alabama",2018,37,"2018-09-15",NA,NA,130,273
"10697","alabama",2018,38,"2018-09-22",NA,NA,132,273
"10698","alabama",2018,39,"2018-09-29",NA,NA,132,273
"10699","alabama",2018,40,"2018-10-06",NA,NA,132,273
"10700","alabama",2018,41,"2018-10-13",NA,1,134,273
"10701","alabama",2018,42,"2018-10-20",NA,7,144,273
"10702","alabama",2018,43,"2018-10-27",NA,14,164,273
"10703","alabama",2018,44,"2018-11-03",NA,6,176,273
"10704","alabama",2018,45,"2018-11-10",NA,9,190,273
"10705","alabama",2018,46,"2018-11-17",NA,2,197,273
"10706","alabama",2018,47,"2018-11-24",NA,NA,197,273
"10707","alabama",2018,48,"2018-12-01",NA,9,222,273
"10708","alabama",2018,49,"2018-12-08",NA,NA,230,273
"10709","alabama",2018,50,"2018-12-15",NA,6,248,273
"10710","alabama",2018,51,"2018-12-22",NA,9,266,273
"10711","alabama",2018,52,"2018-12-29",NA,3,273,273
"10712","alaska",2018,1,"2018-01-06",NA,NA,NA,273
"10713","alaska",2018,2,"2018-01-13",NA,NA,NA,273
"10714","alaska",2018,3,"2018-01-20",NA,1,1,273
"10715","alaska",2018,4,"2018-01-27",NA,6,7,273
"10716","alaska",2018,5,"2018-02-03",NA,NA,8,273
"10717","alaska",2018,6,"2018-02-10",NA,NA,10,273
"10718","alaska",2018,7,"2018-02-17",NA,1,11,273
"10719","alaska",2018,8,"2018-02-24",NA,NA,11,273
"10720","alaska",2018,9,"2018-03-03",NA,NA,12,273
"10721","alaska",2018,10,"2018-03-10",NA,1,13,273
"10722","alaska",2018,11,"2018-03-17",NA,2,19,273
"10723","alaska",2018,12,"2018-03-24",NA,1,22,273
"10724","alaska",2018,13,"2018-03-31",NA,NA,31,273
"10725","alaska",2018,14,"2018-04-07",NA,1,37,273
"10726","alaska",2018,15,"2018-04-14",NA,1,42,273
"10727","alaska",2018,16,"2018-04-21",NA,NA,43,273
"10728","alaska",2018,17,"2018-04-28",NA,3,51,273
"10729","alaska",2018,18,"2018-05-05",NA,3,62,273
"10730","alaska",2018,19,"2018-05-12",NA,2,66,273
"10731","alaska",2018,20,"2018-05-19",NA,NA,67,273
"10732","alaska",2018,21,"2018-05-26",NA,3,72,273
"10733","alaska",2018,22,"2018-06-02",NA,1,78,273
"10734","alaska",2018,23,"2018-06-09",NA,NA,82,273
"10735","alaska",2018,24,"2018-06-24",NA,1,86,273
"10736","alaska",2018,25,"2018-06-23",NA,NA,88,273
"10737","alaska",2018,26,"2018-06-30",NA,NA,88,273
"10738","alaska",2018,27,"2018-07-07",NA,1,91,273
"10739","alaska",2018,28,"2018-07-14",NA,2,94,273
"10740","alaska",2018,29,"2018-07-21",NA,1,99,273
"10741","alaska",2018,30,"2018-07-28",NA,NA,102,273
"10742","alaska",2018,31,"2018-08-04",NA,NA,102,273
"10743","alaska",2018,32,"2018-08-11",NA,NA,104,273
"10744","alaska",2018,33,"2018-08-18",NA,4,112,273
"10745","alaska",2018,34,"2018-08-25",NA,1,122,273
"10746","alaska",2018,35,"2018-09-01",NA,1,123,273
"10747","alaska",2018,36,"2018-09-08",NA,NA,129,273
"10748","alaska",2018,37,"2018-09-15",NA,NA,130,273
"10749","alaska",2018,38,"2018-09-22",NA,NA,132,273
"10750","alaska",2018,39,"2018-09-29",NA,NA,132,273
"10751","alaska",2018,40,"2018-10-06",NA,NA,132,273
"10752","alaska",2018,41,"2018-10-13",NA,1,134,273
"10753","alaska",2018,42,"2018-10-20",NA,7,144,273
"10754","alaska",2018,43,"2018-10-27",NA,14,164,273
"10755","alaska",2018,44,"2018-11-03",NA,6,176,273
"10756","alaska",2018,45,"2018-11-10",NA,9,190,273
"10757","alaska",2018,46,"2018-11-17",NA,2,197,273
"10758","alaska",2018,47,"2018-11-24",NA,NA,197,273
"10759","alaska",2018,48,"2018-12-01",NA,9,222,273
"10760","alaska",2018,49,"2018-12-08",NA,NA,230,273
"10761","alaska",2018,50,"2018-12-15",NA,6,248,273
"10762","alaska",2018,51,"2018-12-22",NA,9,266,273
"10763","alaska",2018,52,"2018-12-29",NA,3,273,273
"10764","arizona",2018,1,"2018-01-06",NA,NA,NA,273
"10765","arizona",2018,2,"2018-01-13",NA,NA,NA,273
"10766","arizona",2018,3,"2018-01-20",1,1,1,273
"10767","arizona",2018,4,"2018-01-27",NA,6,7,273
"10768","arizona",2018,5,"2018-02-03",NA,NA,8,273
"10769","arizona",2018,6,"2018-02-10",NA,NA,10,273
"10770","arizona",2018,7,"2018-02-17",NA,1,11,273
"10771","arizona",2018,8,"2018-02-24",NA,NA,11,273
"10772","arizona",2018,9,"2018-03-03",NA,NA,12,273
"10773","arizona",2018,10,"2018-03-10",NA,1,13,273
"10774","arizona",2018,11,"2018-03-17",NA,2,19,273
"10775","arizona",2018,12,"2018-03-24",NA,1,22,273
"10776","arizona",2018,13,"2018-03-31",NA,NA,31,273
"10777","arizona",2018,14,"2018-04-07",NA,1,37,273
"10778","arizona",2018,15,"2018-04-14",NA,1,42,273
"10779","arizona",2018,16,"2018-04-21",NA,NA,43,273
"10780","arizona",2018,17,"2018-04-28",NA,3,51,273
"10781","arizona",2018,18,"2018-05-05",NA,3,62,273
"10782","arizona",2018,19,"2018-05-12",NA,2,66,273
"10783","arizona",2018,20,"2018-05-19",NA,NA,67,273
"10784","arizona",2018,21,"2018-05-26",NA,3,72,273
"10785","arizona",2018,22,"2018-06-02",NA,1,78,273
"10786","arizona",2018,23,"2018-06-09",NA,NA,82,273
"10787","arizona",2018,24,"2018-06-24",NA,1,86,273
"10788","arizona",2018,25,"2018-06-23",NA,NA,88,273
"10789","arizona",2018,26,"2018-06-30",NA,NA,88,273
"10790","arizona",2018,27,"2018-07-07",NA,1,91,273
"10791","arizona",2018,28,"2018-07-14",NA,2,94,273
"10792","arizona",2018,29,"2018-07-21",NA,1,99,273
"10793","arizona",2018,30,"2018-07-28",NA,NA,102,273
"10794","arizona",2018,31,"2018-08-04",NA,NA,102,273
"10795","arizona",2018,32,"2018-08-11",NA,NA,104,273
"10796","arizona",2018,33,"2018-08-18",NA,4,112,273
"10797","arizona",2018,34,"2018-08-25",NA,1,122,273
"10798","arizona",2018,35,"2018-09-01",NA,1,123,273
"10799","arizona",2018,36,"2018-09-08",NA,NA,129,273
"10800","arizona",2018,37,"2018-09-15",NA,NA,130,273
"10801","arizona",2018,38,"2018-09-22",NA,NA,132,273
"10802","arizona",2018,39,"2018-09-29",NA,NA,132,273
"10803","arizona",2018,40,"2018-10-06",NA,NA,132,273
"10804","arizona",2018,41,"2018-10-13",NA,1,134,273
"10805","arizona",2018,42,"2018-10-20",NA,7,144,273
"10806","arizona",2018,43,"2018-10-27",NA,14,164,273
"10807","arizona",2018,44,"2018-11-03",NA,6,176,273
"10808","arizona",2018,45,"2018-11-10",NA,9,190,273
"10809","arizona",2018,46,"2018-11-17",NA,2,197,273
"10810","arizona",2018,47,"2018-11-24",NA,NA,197,273
"10811","arizona",2018,48,"2018-12-01",NA,9,222,273
"10812","arizona",2018,49,"2018-12-08",NA,NA,230,273
"10813","arizona",2018,50,"2018-12-15",NA,6,248,273
"10814","arizona",2018,51,"2018-12-22",NA,9,266,273
"10815","arizona",2018,52,"2018-12-29",NA,3,273,273
"10816","arkansas",2018,1,"2018-01-06",NA,NA,NA,273
"10817","arkansas",2018,2,"2018-01-13",NA,NA,NA,273
"10818","arkansas",2018,3,"2018-01-20",NA,1,1,273
"10819","arkansas",2018,4,"2018-01-27",NA,6,7,273
"10820","arkansas",2018,5,"2018-02-03",NA,NA,8,273
"10821","arkansas",2018,6,"2018-02-10",NA,NA,10,273
"10822","arkansas",2018,7,"2018-02-17",NA,1,11,273
"10823","arkansas",2018,8,"2018-02-24",NA,NA,11,273
"10824","arkansas",2018,9,"2018-03-03",NA,NA,12,273
"10825","arkansas",2018,10,"2018-03-10",NA,1,13,273
"10826","arkansas",2018,11,"2018-03-17",NA,2,19,273
"10827","arkansas",2018,12,"2018-03-24",NA,1,22,273
"10828","arkansas",2018,13,"2018-03-31",NA,NA,31,273
"10829","arkansas",2018,14,"2018-04-07",NA,1,37,273
"10830","arkansas",2018,15,"2018-04-14",NA,1,42,273
"10831","arkansas",2018,16,"2018-04-21",NA,NA,43,273
"10832","arkansas",2018,17,"2018-04-28",NA,3,51,273
"10833","arkansas",2018,18,"2018-05-05",NA,3,62,273
"10834","arkansas",2018,19,"2018-05-12",NA,2,66,273
"10835","arkansas",2018,20,"2018-05-19",NA,NA,67,273
"10836","arkansas",2018,21,"2018-05-26",NA,3,72,273
"10837","arkansas",2018,22,"2018-06-02",NA,1,78,273
"10838","arkansas",2018,23,"2018-06-09",NA,NA,82,273
"10839","arkansas",2018,24,"2018-06-24",NA,1,86,273
"10840","arkansas",2018,25,"2018-06-23",NA,NA,88,273
